filename,act,section_article,title,chapter,word_count
ppc_section_39.txt,"Pakistan Penal Code, 1860",39,"""Voluntarily"":",INTRODUCTION,112
ppc_section_40.txt,"Pakistan Penal Code, 1860",40,"""Offence"":",INTRODUCTION,137
ppc_section_41.txt,"Pakistan Penal Code, 1860",41,"""Special law"":",INTRODUCTION,13
ppc_section_42.txt,"Pakistan Penal Code, 1860",42,"""Local Law"":",INTRODUCTION,20
ppc_section_43.txt,"Pakistan Penal Code, 1860",43,"""Illegal"", ""Legally bound to do"":",INTRODUCTION,49
ppc_section_44.txt,"Pakistan Penal Code, 1860",44,"""Injury"":",INTRODUCTION,18
ppc_section_45.txt,"Pakistan Penal Code, 1860",45,"""Life"":",INTRODUCTION,18
ppc_section_46.txt,"Pakistan Penal Code, 1860",46,"""Death"":",INTRODUCTION,18
ppc_section_47.txt,"Pakistan Penal Code, 1860",47,"""Animal"":",INTRODUCTION,13
ppc_section_48.txt,"Pakistan Penal Code, 1860",48,"""Vessel"":",INTRODUCTION,18
ppc_section_49.txt,"Pakistan Penal Code, 1860",49,"""Year"", ""Month"":",INTRODUCTION,32
ppc_section_50.txt,"Pakistan Penal Code, 1860",50,"""Section"":",INTRODUCTION,22
ppc_section_51.txt,"Pakistan Penal Code, 1860",51,"""Oath"":",INTRODUCTION,46
ppc_section_52.txt,"Pakistan Penal Code, 1860",52,"""Good faith"":",INTRODUCTION,23
ppc_section_53.txt,"Pakistan Penal Code, 1860",53,Punishments:,INTRODUCTION,53
ppc_section_54.txt,"Pakistan Penal Code, 1860",54,Commutation of sentence of death:,INTRODUCTION,96
ppc_section_55.txt,"Pakistan Penal Code, 1860",55,Commutation of sentence of imprisonment for life:,INTRODUCTION,163
ppc_section_57.txt,"Pakistan Penal Code, 1860",57,Fractions of terms of punishment:,INTRODUCTION,25
ppc_section_60.txt,"Pakistan Penal Code, 1860",60,Section 60,INTRODUCTION,76
ppc_section_63.txt,"Pakistan Penal Code, 1860",63,Amount of fine:,INTRODUCTION,31
ppc_section_64.txt,"Pakistan Penal Code, 1860",64,Sentence of imprisonment for non-payment of fine:,INTRODUCTION,122
ppc_section_65.txt,"Pakistan Penal Code, 1860",65,Section 65,INTRODUCTION,59
ppc_section_66.txt,"Pakistan Penal Code, 1860",66,Description of imprisonment for non-payment of fine:,INTRODUCTION,36
ppc_section_67.txt,"Pakistan Penal Code, 1860",67,Imprisonment for non-payment of fine when offence punishable with fine only:,INTRODUCTION,111
ppc_section_68.txt,"Pakistan Penal Code, 1860",68,Imprisonment to terminate on payment of fine:,INTRODUCTION,33
ppc_section_69.txt,"Pakistan Penal Code, 1860",69,Termination of imprisonment on payment of proportional part of fine:,INTRODUCTION,205
ppc_section_70.txt,"Pakistan Penal Code, 1860",70,Section 70,INTRODUCTION,93
ppc_section_71.txt,"Pakistan Penal Code, 1860",71,Limit of punishment of offence made up of several offences:,INTRODUCTION,257
ppc_section_72.txt,"Pakistan Penal Code, 1860",72,Section 72,INTRODUCTION,77
ppc_section_73.txt,"Pakistan Penal Code, 1860",73,Solitary confinement:,INTRODUCTION,122
ppc_section_74.txt,"Pakistan Penal Code, 1860",74,Limit of solitary confinement:,INTRODUCTION,79
ppc_section_75.txt,"Pakistan Penal Code, 1860",75,Section 75,INTRODUCTION,100
ppc_section_76.txt,"Pakistan Penal Code, 1860",76,Section 76,INTRODUCTION,120
ppc_section_77.txt,"Pakistan Penal Code, 1860",77,Act of Judge when acting judicially:,INTRODUCTION,41
ppc_section_78.txt,"Pakistan Penal Code, 1860",78,Act done pursuant to the judgment or order of Court:,INTRODUCTION,74
ppc_section_79.txt,"Pakistan Penal Code, 1860",79,Section 79,INTRODUCTION,132
ppc_section_80.txt,"Pakistan Penal Code, 1860",80,Accident in doing a lawful act:,INTRODUCTION,86
ppc_section_81.txt,"Pakistan Penal Code, 1860",81,Section 81,INTRODUCTION,348
ppc_section_82.txt,"Pakistan Penal Code, 1860",82,Section 82,INTRODUCTION,28
ppc_section_83.txt,"Pakistan Penal Code, 1860",83,Section 83,INTRODUCTION,60
ppc_section_84.txt,"Pakistan Penal Code, 1860",84,Act of a person of unsound mind:,INTRODUCTION,52
ppc_section_85.txt,"Pakistan Penal Code, 1860",85,Section 85,INTRODUCTION,76
ppc_section_86.txt,"Pakistan Penal Code, 1860",86,Section 86,INTRODUCTION,84
ppc_section_87.txt,"Pakistan Penal Code, 1860",87,Section 87,INTRODUCTION,166
ppc_section_88.txt,"Pakistan Penal Code, 1860",88,Section 88,INTRODUCTION,138
ppc_section_89.txt,"Pakistan Penal Code, 1860",89,Section 89,INTRODUCTION,285
ppc_section_90.txt,"Pakistan Penal Code, 1860",90,Consent known to be given under fear or misconception:,INTRODUCTION,130
ppc_section_91.txt,"Pakistan Penal Code, 1860",91,Exclusion of acts which are offences independently of harm caused:,INTRODUCTION,130
ppc_section_92.txt,"Pakistan Penal Code, 1860",92,Act done in good faith for benefit of a person without consent:,INTRODUCTION,451
ppc_section_93.txt,"Pakistan Penal Code, 1860",93,Communication made in good faith:,INTRODUCTION,77
ppc_section_94.txt,"Pakistan Penal Code, 1860",94,Act to which a person is compelled by threats:,INTRODUCTION,212
ppc_section_95.txt,"Pakistan Penal Code, 1860",95,Act causing slight harm:,INTRODUCTION,51
ppc_section_96.txt,"Pakistan Penal Code, 1860",96,Things done in private defence:,INTRODUCTION,21
ppc_section_97.txt,"Pakistan Penal Code, 1860",97,Right of private defence of the body and of property:,INTRODUCTION,88
ppc_section_98.txt,"Pakistan Penal Code, 1860",98,"Right of private defence against the act of a person of unsound mind, etc.:",INTRODUCTION,180
ppc_section_99.txt,"Pakistan Penal Code, 1860",99,Act against which there is no right of private defence:,INTRODUCTION,296
ppc_section_100.txt,"Pakistan Penal Code, 1860",100,When the right of private defence of the body extends to causing death:,INTRODUCTION,169
ppc_section_101.txt,"Pakistan Penal Code, 1860",101,When such right extends to causing any harm other than death:,INTRODUCTION,70
ppc_section_102.txt,"Pakistan Penal Code, 1860",102,Commencement and continuance of the right of private defence of the body:,INTRODUCTION,64
ppc_section_103.txt,"Pakistan Penal Code, 1860",103,When the right of private defence of property extends to causing death:,INTRODUCTION,139
ppc_section_104.txt,"Pakistan Penal Code, 1860",104,When such right extends to causing any harm other than death:,INTRODUCTION,86
ppc_section_105.txt,"Pakistan Penal Code, 1860",105,Commencement and continuance of the right of private defence of property:,INTRODUCTION,165
ppc_section_106.txt,"Pakistan Penal Code, 1860",106,Section 106,INTRODUCTION,126
ppc_section_107.txt,"Pakistan Penal Code, 1860",107,Abetment of a thing:,INTRODUCTION,219
ppc_section_108.txt,"Pakistan Penal Code, 1860",108,Abettor:,INTRODUCTION,748
ppc_section_109.txt,"Pakistan Penal Code, 1860",109,Section 109,INTRODUCTION,275
ppc_section_110.txt,"Pakistan Penal Code, 1860",110,Section 110,INTRODUCTION,72
ppc_section_111.txt,"Pakistan Penal Code, 1860",111,Liability of abettor when one act abetted and different act done:,INTRODUCTION,301
ppc_section_112.txt,"Pakistan Penal Code, 1860",112,Abettor when liable to cumulative punishment for act abetted and for act done:,INTRODUCTION,144
ppc_section_113.txt,"Pakistan Penal Code, 1860",113,Section 113,INTRODUCTION,156
ppc_section_114.txt,"Pakistan Penal Code, 1860",114,Abettor present when offence is committed:,INTRODUCTION,52
ppc_section_115.txt,"Pakistan Penal Code, 1860",115,Section 115,INTRODUCTION,218
ppc_section_116.txt,"Pakistan Penal Code, 1860",116,Section 116,INTRODUCTION,326
ppc_section_117.txt,"Pakistan Penal Code, 1860",117,Abetting commission of offence by the public or by more than ten persons:,INTRODUCTION,108
ppc_section_118.txt,"Pakistan Penal Code, 1860",118,Section 118,INTRODUCTION,193
ppc_section_119.txt,"Pakistan Penal Code, 1860",119,Section 119,INTRODUCTION,289
ppc_section_120.txt,"Pakistan Penal Code, 1860",120,Concealing design to commit offence punishable with imprisonment:,INTRODUCTION,124
ppc_section_121.txt,"Pakistan Penal Code, 1860",121,Waging or attempting to wage war or abetting waging of war against Pakistan:,INTRODUCTION,63
ppc_section_122.txt,"Pakistan Penal Code, 1860",122,"Collecting arms, etc., with intention of waging war against Pakistan:",INTRODUCTION,62
ppc_section_123.txt,"Pakistan Penal Code, 1860",123,Concealing with intent to facilitate design to wage war:,INTRODUCTION,75
ppc_section_124.txt,"Pakistan Penal Code, 1860",124,Section 124,INTRODUCTION,107
ppc_section_125.txt,"Pakistan Penal Code, 1860",125,Section 125,INTRODUCTION,81
ppc_section_126.txt,"Pakistan Penal Code, 1860",126,Committing depredation on territories of Power at peace with Pakistan:,INTRODUCTION,76
ppc_section_127.txt,"Pakistan Penal Code, 1860",127,Section 127,INTRODUCTION,69
ppc_section_128.txt,"Pakistan Penal Code, 1860",128,Public servant voluntarily allowing prisoner of State or war to escape:,INTRODUCTION,71
ppc_section_129.txt,"Pakistan Penal Code, 1860",129,Public servant negligently suffering such prisoner to escape:,INTRODUCTION,64
ppc_section_130.txt,"Pakistan Penal Code, 1860",130,"Aiding escape of, rescuing or harbouring such prisoner:",INTRODUCTION,135
ppc_section_131.txt,"Pakistan Penal Code, 1860",131,Section 131,INTRODUCTION,133
ppc_section_132.txt,"Pakistan Penal Code, 1860",132,"Abetment of mutiny, if mutiny is committed in consequence thereof:",INTRODUCTION,71
ppc_section_133.txt,"Pakistan Penal Code, 1860",133,Section 133,INTRODUCTION,73
ppc_section_134.txt,"Pakistan Penal Code, 1860",134,"Abetment of such assault, if the assault is committed:",INTRODUCTION,74
ppc_section_135.txt,"Pakistan Penal Code, 1860",135,"Abetment of desertion of soldier, sailor or airman:",INTRODUCTION,50
ppc_section_136.txt,"Pakistan Penal Code, 1860",136,Harbouring deserter:,INTRODUCTION,83
ppc_section_137.txt,"Pakistan Penal Code, 1860",137,Deserter concealed on board merchant vessel through negligence of master:,INTRODUCTION,91
ppc_section_138.txt,"Pakistan Penal Code, 1860",138,"Abetment of act of insubordination by soldier, sailor or airman:",INTRODUCTION,72
ppc_section_139.txt,"Pakistan Penal Code, 1860",139,Persons subject to certain Acts:,INTRODUCTION,51
ppc_section_140.txt,"Pakistan Penal Code, 1860",140,"Wearing garb or carrying token used by soldier, sailor or airman:",INTRODUCTION,100
ppc_section_141.txt,"Pakistan Penal Code, 1860",141,Unlawful assembly:,INTRODUCTION,201
ppc_section_142.txt,"Pakistan Penal Code, 1860",142,Being member of unlawful assembly:,INTRODUCTION,35
ppc_section_143.txt,"Pakistan Penal Code, 1860",143,Punishment:,INTRODUCTION,32
ppc_section_144.txt,"Pakistan Penal Code, 1860",144,Joining unlawful assembly armed with deadly weapon:,INTRODUCTION,58
ppc_section_145.txt,"Pakistan Penal Code, 1860",145,Section 145,INTRODUCTION,60
ppc_section_146.txt,"Pakistan Penal Code, 1860",146,Rioting:,INTRODUCTION,37
ppc_section_147.txt,"Pakistan Penal Code, 1860",147,Punishment for rioting:,INTRODUCTION,31
ppc_section_148.txt,"Pakistan Penal Code, 1860",148,"Rioting, armed with deadly weapon:",INTRODUCTION,54
ppc_section_149.txt,"Pakistan Penal Code, 1860",149,Section 149,INTRODUCTION,79
ppc_section_150.txt,"Pakistan Penal Code, 1860",150,"Hiring, or conniving at hiring, of persons to join unlawful assembly:",INTRODUCTION,98
ppc_section_151.txt,"Pakistan Penal Code, 1860",151,Section 151,INTRODUCTION,93
ppc_section_152.txt,"Pakistan Penal Code, 1860",152,".Assaulting to obstructing public servant when suppressing riot, etc.:",INTRODUCTION,85
ppc_section_153.txt,"Pakistan Penal Code, 1860",153,Section 153,INTRODUCTION,112
ppc_section_154.txt,"Pakistan Penal Code, 1860",154,Owner or occupier of land on which an unlawful assembly is held:,INTRODUCTION,172
ppc_section_155.txt,"Pakistan Penal Code, 1860",155,Liability of person for whose benefit riot is committed:,INTRODUCTION,139
ppc_section_156.txt,"Pakistan Penal Code, 1860",156,Liability of agent of owner or occupier for whose benefit riot is committed:,INTRODUCTION,143
ppc_section_157.txt,"Pakistan Penal Code, 1860",157,Harbouring persons hired for an unlawful assembly:,INTRODUCTION,79
ppc_section_158.txt,"Pakistan Penal Code, 1860",158,Being hired to take part in an unlawful assembly or riot:,INTRODUCTION,124
ppc_section_159.txt,"Pakistan Penal Code, 1860",159,Affray:,INTRODUCTION,23
ppc_section_160.txt,"Pakistan Penal Code, 1860",160,Punishment for committing affray:,INTRODUCTION,41
ppc_section_161.txt,"Pakistan Penal Code, 1860",161,Section 161,INTRODUCTION,521
ppc_section_162.txt,"Pakistan Penal Code, 1860",162,Section 162,INTRODUCTION,136
ppc_section_163.txt,"Pakistan Penal Code, 1860",163,"Taking gratification, for exercise of personal influence with public servant:",INTRODUCTION,207
ppc_section_164.txt,"Pakistan Penal Code, 1860",164,Section 164,INTRODUCTION,131
ppc_section_165.txt,"Pakistan Penal Code, 1860",165,Section 165,INTRODUCTION,317
ppc_section_166.txt,"Pakistan Penal Code, 1860",166,"Public servant disobeying law, with intent to cause injury to any person:",INTRODUCTION,205
ppc_section_167.txt,"Pakistan Penal Code, 1860",167,Public servant framing an incorrect document with intent to cause injury:,INTRODUCTION,89
ppc_section_168.txt,"Pakistan Penal Code, 1860",168,Public servant unlawfully engaging in trade:,INTRODUCTION,48
ppc_section_169.txt,"Pakistan Penal Code, 1860",169,Public servant unlawfully buying or bidding for property:,INTRODUCTION,82
ppc_section_170.txt,"Pakistan Penal Code, 1860",170,Personating a public servant:,INTRODUCTION,72
ppc_section_171.txt,"Pakistan Penal Code, 1860",171,Wearing garb or carrying token used by public servant with fraudulent intent:,INTRODUCTION,100
ppc_section_172.txt,"Pakistan Penal Code, 1860",172,Absconding to avoid service of summons or other proceeding:,INTRODUCTION,128
ppc_section_173.txt,"Pakistan Penal Code, 1860",173,Section 173,INTRODUCTION,199
ppc_section_174.txt,"Pakistan Penal Code, 1860",174,Non-attendance in obedience to an order from public servant:,INTRODUCTION,268
ppc_section_175.txt,"Pakistan Penal Code, 1860",175,Section 175,INTRODUCTION,145
ppc_section_176.txt,"Pakistan Penal Code, 1860",176,Section 176,INTRODUCTION,216
ppc_section_177.txt,"Pakistan Penal Code, 1860",177,Furnishing false information:,INTRODUCTION,365
ppc_section_178.txt,"Pakistan Penal Code, 1860",178,Refusing oath or affirmation when duly required by public servant to make it:,INTRODUCTION,78
ppc_section_179.txt,"Pakistan Penal Code, 1860",179,Refusing to answer public servant authorised to question:,INTRODUCTION,80
ppc_section_180.txt,"Pakistan Penal Code, 1860",180,Refusing to sign statement:,INTRODUCTION,63
ppc_section_181.txt,"Pakistan Penal Code, 1860",181,Section 181,INTRODUCTION,109
ppc_section_182.txt,"Pakistan Penal Code, 1860",182,Section 182,INTRODUCTION,376
ppc_section_183.txt,"Pakistan Penal Code, 1860",183,Resistance to the taking of property by the lawful authority of a public servant:,INTRODUCTION,77
ppc_section_184.txt,"Pakistan Penal Code, 1860",184,Obstructing sale of property offered for sale by authority of public servant:,INTRODUCTION,67
ppc_section_185.txt,"Pakistan Penal Code, 1860",185,Section 185,INTRODUCTION,115
ppc_section_186.txt,"Pakistan Penal Code, 1860",186,Obstructing public servant in discharge of public functions:,INTRODUCTION,117
ppc_section_187.txt,"Pakistan Penal Code, 1860",187,Omission to assist public servant when bound by law to give assistance:,INTRODUCTION,168
ppc_section_188.txt,"Pakistan Penal Code, 1860",188,Disobedience to order duly promulgated by public servant:,INTRODUCTION,258
ppc_section_189.txt,"Pakistan Penal Code, 1860",189,Threat of injury to public servant:,INTRODUCTION,87
ppc_section_190.txt,"Pakistan Penal Code, 1860",190,Section 190,INTRODUCTION,89
ppc_section_191.txt,"Pakistan Penal Code, 1860",191,Giving false evidence:,INTRODUCTION,389
ppc_section_192.txt,"Pakistan Penal Code, 1860",192,Fabricating false evidence:,INTRODUCTION,235
ppc_section_193.txt,"Pakistan Penal Code, 1860",193,Punishment for false evidence:,INTRODUCTION,232
ppc_section_194.txt,"Pakistan Penal Code, 1860",194,Section 194,INTRODUCTION,123
ppc_section_195.txt,"Pakistan Penal Code, 1860",195,Section 195,INTRODUCTION,160
ppc_section_196.txt,"Pakistan Penal Code, 1860",196,Using evidence known to be false:,INTRODUCTION,43
ppc_section_197.txt,"Pakistan Penal Code, 1860",197,Issuing or signing false certificate:,INTRODUCTION,59
ppc_section_198.txt,"Pakistan Penal Code, 1860",198,Using as true a certificate known to be false:,INTRODUCTION,46
ppc_section_199.txt,"Pakistan Penal Code, 1860",199,False statement made in declaration which is by law receivable as evidence:,INTRODUCTION,97
ppc_section_200.txt,"Pakistan Penal Code, 1860",200,Using as true such declaration knowing it to be false:,INTRODUCTION,69
ppc_section_201.txt,"Pakistan Penal Code, 1860",201,Section 201,INTRODUCTION,257
ppc_section_202.txt,"Pakistan Penal Code, 1860",202,Intentional omission to give information of offence by person bound to inform:,INTRODUCTION,64
ppc_section_203.txt,"Pakistan Penal Code, 1860",203,Giving false information respecting an offence committed:,INTRODUCTION,115
ppc_section_204.txt,"Pakistan Penal Code, 1860",204,Destruction of document to prevent its production as evidence:,INTRODUCTION,117
ppc_section_205.txt,"Pakistan Penal Code, 1860",205,False personation for purpose of act or proceeding in suit or prosecution:,INTRODUCTION,75
ppc_section_206.txt,"Pakistan Penal Code, 1860",206,Section 206,INTRODUCTION,135
ppc_section_207.txt,"Pakistan Penal Code, 1860",207,Fraudulent claim to property to prevent its seizure as forfeited or in execution:,INTRODUCTION,157
ppc_section_208.txt,"Pakistan Penal Code, 1860",208,Fraudulently suffering decree for sum not due:,INTRODUCTION,195
ppc_section_209.txt,"Pakistan Penal Code, 1860",209,Dishonestly making false claim in Court:,INTRODUCTION,55
ppc_section_210.txt,"Pakistan Penal Code, 1860",210,Fraudulently obtaining decree for sum not due:,INTRODUCTION,110
ppc_section_211.txt,"Pakistan Penal Code, 1860",211,False charge of offence made with intent to injure:,INTRODUCTION,131
ppc_section_212.txt,"Pakistan Penal Code, 1860",212,Harbouring offender:,INTRODUCTION,327
ppc_section_213.txt,"Pakistan Penal Code, 1860",213,"Taking gift, etc., to screen an offender from punishment:",INTRODUCTION,210
ppc_section_214.txt,"Pakistan Penal Code, 1860",214,Offering gift or restoration of property in consideration of screening offender:,INTRODUCTION,241
ppc_section_215.txt,"Pakistan Penal Code, 1860",215,"Taking gift to help to recover property, etc.:",INTRODUCTION,89
ppc_section_216.txt,"Pakistan Penal Code, 1860",216,Section 216,INTRODUCTION,368
ppc_section_217.txt,"Pakistan Penal Code, 1860",217,Section 217,INTRODUCTION,129
ppc_section_218.txt,"Pakistan Penal Code, 1860",218,Section 218,INTRODUCTION,150
ppc_section_219.txt,"Pakistan Penal Code, 1860",219,Section 219,INTRODUCTION,67
ppc_section_220.txt,"Pakistan Penal Code, 1860",220,Section 220,INTRODUCTION,98
ppc_section_221.txt,"Pakistan Penal Code, 1860",221,Section 221,INTRODUCTION,233
ppc_section_222.txt,"Pakistan Penal Code, 1860",222,Section 222,INTRODUCTION,256
ppc_section_223.txt,"Pakistan Penal Code, 1860",223,Escape from confinement or custody negligently suffered by public servant:,INTRODUCTION,68
ppc_section_224.txt,"Pakistan Penal Code, 1860",224,Resistance or obstruction by a person to his lawful apprehension:,INTRODUCTION,120
ppc_section_225.txt,"Pakistan Penal Code, 1860",225,Resistance or obstruction to lawful apprehension of another person:,INTRODUCTION,309
ppc_section_227.txt,"Pakistan Penal Code, 1860",227,Violation of condition of remission of punishment:,INTRODUCTION,69
ppc_section_228.txt,"Pakistan Penal Code, 1860",228,Intentional insult or interruption to public servant sitting in judicial proceeding:,INTRODUCTION,68
ppc_section_229.txt,"Pakistan Penal Code, 1860",229,Personation of a Juror or assessor:,INTRODUCTION,97
ppc_section_230.txt,"Pakistan Penal Code, 1860",230,"""Coin"" defined:",INTRODUCTION,124
ppc_section_231.txt,"Pakistan Penal Code, 1860",231,Counterfeiting coin:,INTRODUCTION,72
ppc_section_232.txt,"Pakistan Penal Code, 1860",232,Counterfeiting Pakistan coin:,INTRODUCTION,46
ppc_section_233.txt,"Pakistan Penal Code, 1860",233,Making or selling instrument for counterfeiting coin:,INTRODUCTION,82
ppc_section_234.txt,"Pakistan Penal Code, 1860",234,Making or selling instrument for counterfeiting Pakistan coin:,INTRODUCTION,84
ppc_section_235.txt,"Pakistan Penal Code, 1860",235,Section 235,INTRODUCTION,113
ppc_section_236.txt,"Pakistan Penal Code, 1860",236,Abetting in Pakistan the counterfeiting out of Pakistan of coin:,INTRODUCTION,93
ppc_section_238.txt,"Pakistan Penal Code, 1860",238,Import or export of counterfeits of Pakistan coin:,INTRODUCTION,62
ppc_section_239.txt,"Pakistan Penal Code, 1860",239,"Delivery of coin, possessed with knowledge that it is counterfeit:",INTRODUCTION,78
ppc_section_240.txt,"Pakistan Penal Code, 1860",240,Delivery of Pakistan coin possessed with knowledge that it is counterfeit:,INTRODUCTION,91
ppc_section_241.txt,"Pakistan Penal Code, 1860",241,Section 241,INTRODUCTION,199
ppc_section_242.txt,"Pakistan Penal Code, 1860",242,Section 242,INTRODUCTION,72
ppc_section_243.txt,"Pakistan Penal Code, 1860",243,Section 243,INTRODUCTION,79
ppc_section_244.txt,"Pakistan Penal Code, 1860",244,Section 244,INTRODUCTION,91
ppc_section_245.txt,"Pakistan Penal Code, 1860",245,Unlawfully taking coining instrument from mint:,INTRODUCTION,48
ppc_section_246.txt,"Pakistan Penal Code, 1860",246,Fraudulently or dishonestly diminishing weight or altering composition of coin:,INTRODUCTION,78
ppc_section_247.txt,"Pakistan Penal Code, 1860",247,Section 247,INTRODUCTION,57
ppc_section_248.txt,"Pakistan Penal Code, 1860",248,Section 248,INTRODUCTION,66
ppc_section_249.txt,"Pakistan Penal Code, 1860",249,Section 249,INTRODUCTION,71
ppc_section_250.txt,"Pakistan Penal Code, 1860",250,"Delivery of coin, possessed with knowledge that it is altered:",INTRODUCTION,105
ppc_section_251.txt,"Pakistan Penal Code, 1860",251,Delivery of Pakistan coin possessed with knowledge that it is altered:,INTRODUCTION,106
ppc_section_252.txt,"Pakistan Penal Code, 1860",252,Section 252,INTRODUCTION,93
ppc_section_253.txt,"Pakistan Penal Code, 1860",253,Section 253,INTRODUCTION,93
ppc_section_254.txt,"Pakistan Penal Code, 1860",254,Section 254,INTRODUCTION,152
ppc_section_255.txt,"Pakistan Penal Code, 1860",255,Counterfeiting Government stamp:,INTRODUCTION,80
ppc_section_256.txt,"Pakistan Penal Code, 1860",256,Section 256,INTRODUCTION,78
ppc_section_257.txt,"Pakistan Penal Code, 1860",257,Making or selling instrument for counterfeiting Government stamp:,INTRODUCTION,87
ppc_section_258.txt,"Pakistan Penal Code, 1860",258,Sale of counterfeit Government stamp:,INTRODUCTION,60
ppc_section_259.txt,"Pakistan Penal Code, 1860",259,Having possession of counterfeit Government stamp:,INTRODUCTION,79
ppc_section_260.txt,"Pakistan Penal Code, 1860",260,Using as genuine a Government stamp known to be counterfeit:,INTRODUCTION,55
ppc_section_261.txt,"Pakistan Penal Code, 1860",261,Section 261,INTRODUCTION,116
ppc_section_262.txt,"Pakistan Penal Code, 1860",262,Using Government stamp known to have been before used:,INTRODUCTION,65
ppc_section_263.txt,"Pakistan Penal Code, 1860",263,Erasure of mark denoting that has been used:,INTRODUCTION,112
ppc_section_264.txt,"Pakistan Penal Code, 1860",264,Fraudulent use of false instrument for weighing:,INTRODUCTION,43
ppc_section_265.txt,"Pakistan Penal Code, 1860",265,Fraudulent use of false weight or measure:,INTRODUCTION,65
ppc_section_266.txt,"Pakistan Penal Code, 1860",266,Being in possession of false weight or measure:,INTRODUCTION,67
ppc_section_267.txt,"Pakistan Penal Code, 1860",267,Making or selling false weight or measure:,INTRODUCTION,78
ppc_section_268.txt,"Pakistan Penal Code, 1860",268,Public nuisance:,INTRODUCTION,83
ppc_section_269.txt,"Pakistan Penal Code, 1860",269,Negligent act likely to spread infection of disease dangerous to life:,INTRODUCTION,65
ppc_section_270.txt,"Pakistan Penal Code, 1860",270,Malignant act likely to spread infection of disease dangerous to life:,INTRODUCTION,63
ppc_section_271.txt,"Pakistan Penal Code, 1860",271,Disobedience to quarantine rule:,INTRODUCTION,85
